"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP3wt_rep1"	"IGF2BP3wt_rep2"	"IGF2BP3I474M_rep1"	"IGF2BP3I474M_rep2"	"IGF2BP3R525C_rep1"	"IGF2BP3R525C_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr1"	54851096	54851104	"IGF2BP3wt_final"	"-"	5.955	5.532	6.99	4.99	6.54	7.483333333	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"3UTR"
"chr1"	54851186	54851194	"IGF2BP3wt_final"	"-"	15.0225	16.46	13.255	12.75	16.755	13.565	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"3UTR"
"chr1"	54851196	54851205	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"-"	5.833333333	12.93166667	12.19333333	16.38285714	13.59	18.28333333	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"3UTR"
"chr1"	54852230	54852238	"IGF2BP3I474M_final"	"-"	1.04	0.476	17.31428571	16.15142857	1.17	0	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"3UTR"
"chr1"	54865376	54865386	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	32.3475	29.0175	40.50888889	7.611428571	28.90571429	16.53125	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"CDS"
"chr1"	54886964	54886972	"IGF2BP3R525C_final"	"-"	1.296	0	6.93	2.385	9.136	9.31	"ENSG00000116133.13"	"DHCR24"	"protein_coding"	"CDS"
"chr1"	55063486	55063494	"IGF2BP3R525C_final"	"+"	9.16	0	1.36	0	8.22	8.325	"ENSG00000169174.11"	"PCSK9"	"protein_coding"	"CDS"
"chr1"	55172440	55172448	"IGF2BP3I474M_final"	"-"	7.91	5.172	4.39	7.668	1.23	1.915	"ENSG00000162402.14"	"USP24"	"protein_coding"	"CDS"
"chr1"	61093663	61093671	"IGF2BP3wt_final"	"+"	8.99	9.234	3.2	5.03	0.49	1.33	"ENSG00000162599.17"	"NFIA"	"protein_coding"	"intron"
"chr1"	61700980	61700988	"IGF2BP3I474M_final"	"-"	4.95	0	6.63	5.22	0.57	0.585	"ENSG00000162604.12"	"TM2D1"	"protein_coding"	"CDS"
"chr1"	62443276	62443290	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	12.95	20.535	4.666666667	4.69	7.26	15.295	"ENSG00000162607.13"	"USP1"	"protein_coding"	"CDS"
"chr1"	62492738	62492746	"IGF2BP3wt_final"	"-"	13.7575	8.7625	2.933333333	2.493333333	11.808	0.522	"ENSG00000116641.18"	"DOCK7"	"protein_coding"	"CDS"
"chr1"	65226850	65226858	"IGF2BP3wt_final"	"+"	8.562	8.428571429	3.666666667	3.962857143	9.165714286	17.60375	"ENSG00000162433.15"	"AK4"	"protein_coding"	"3UTR"
"chr1"	65430020	65430028	"IGF2BP3I474M_final"	"+"	0	1.2675	12.708	6.285	0	6.256666667	"ENSG00000213625.9"	"LEPROT"	"protein_coding"	"CDS"
"chr1"	65432436	65432444	"IGF2BP3wt_final"	"+"	5.904	7.322857143	4.04	11.17666667	8.316666667	0	"ENSG00000213625.9"	"LEPROT"	"protein_coding"	"3UTR"
"chr1"	67412256	67412264	"IGF2BP3R525C_final"	"-"	12.83166667	13.936	2.06	4.045	18.92666667	6.198333333	"ENSG00000142864.15"	"SERBP1"	"protein_coding"	"3UTR"
"chr1"	67413128	67413136	"IGF2BP3I474M_final"	"-"	21.12857143	25.365	9.37	27.92857143	38.60571429	4.908333333	"ENSG00000142864.15"	"SERBP1"	"protein_coding"	"3UTR"
"chr1"	67424280	67424288	"IGF2BP3R525C_final"	"-"	9.084	18.015	1.4	2.61	10.47	6.153333333	"ENSG00000142864.15"	"SERBP1"	"protein_coding"	"CDS"
"chr1"	70221614	70221622	"IGF2BP3I474M_final"	"+"	6.5775	0	9.36	12.48	0	1.336666667	"ENSG00000116754.13"	"SRSF11"	"protein_coding"	"5UTR"
"chr1"	71063914	71063922	"IGF2BP3R525C_final"	"-"	4.128	6.97	1.95	7.71	4.744	9.4725	"ENSG00000132485.14"	"ZRANB2"	"protein_coding"	"3UTR"
"chr1"	74705865	74705873	"IGF2BP3wt_final"	"-"	31.035	20.305	6	9.994285714	5.2	4.635	"ENSG00000116791.14"	"CRYZ"	"protein_coding"	"3UTR"
"chr1"	75787516	75787524	"IGF2BP3R525C_final"	"+"	10.338	8.57	1.068	5.6	3.924	5.5975	"ENSG00000137955.16"	"RABGGTB"	"protein_coding"	"CDS"
"chr1"	75792263	75792271	"IGF2BP3R525C_final"	"+"	6.562	2.136666667	0	1.205	8.82	10.484	"ENSG00000137955.16"	"RABGGTB"	"protein_coding"	"CDS"
"chr1"	77956672	77956680	"IGF2BP3I474M_final"	"-"	3.795	0	6.96	6.42	0	0	"ENSG00000162613.17"	"FUBP1"	"protein_coding"	"CDS"
"chr1"	77962882	77962890	"IGF2BP3I474M_final"	"-"	1.318333333	8.04625	10.2075	5.568571429	2.723333333	0.532	"ENSG00000162613.17"	"FUBP1"	"protein_coding"	"CDS"
"chr1"	77964128	77964136	"IGF2BP3R525C_final"	"-"	9.025	0.96	0	1.98	5.7	3.76	"ENSG00000162613.17"	"FUBP1"	"protein_coding"	"CDS"
"chr1"	77965190	77965198	"IGF2BP3wt_final"	"-"	8.56	15.96	4.49	2.26	11.78	1.293333333	"ENSG00000162613.17"	"FUBP1"	"protein_coding"	"CDS"
"chr1"	81943572	81943580	"IGF2BP3wt_final"	"+"	5.355	4.38	0	3.51	0	0	"ENSG00000117114.20"	"ADGRL2"	"protein_coding"	"CDS"
"chr1"	84498404	84498412	"IGF2BP3I474M_final"	"-"	14.08285714	15.19285714	4.328	8.63	12.096	2.958333333	"ENSG00000174021.11"	"GNG5"	"protein_coding"	"3UTR"
"chr1"	84498416	84498426	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	13.34571429	22.083	5.6	7.98	12.90857143	8.20875	"ENSG00000174021.11"	"GNG5"	"protein_coding"	"3UTR"
"chr1"	86863069	86863077	"IGF2BP3wt_final"	"-"	8.315	18.638	1.2	1.39	0	11.945	"ENSG00000183291.17"	"SELENOF"	"protein_coding"	"3UTR"
"chr1"	86863143	86863151	"IGF2BP3I474M_final"	"-"	2.113333333	7.66	8.19	11.08666667	7.47	0.66	"ENSG00000183291.17"	"SELENOF"	"protein_coding"	"3UTR"
"chr1"	87104776	87104784	"IGF2BP3R525C_final"	"+"	2.892	7.735	6.544	3.272	13.14	5.376666667	"ENSG00000153936.17"	"HS2ST1"	"protein_coding"	"3UTR"
"chr1"	87105472	87105480	"IGF2BP3wt_final"	"+"	6.506	10.00833333	4.446666667	4.72	8.485	3.74	"ENSG00000153936.17"	"HS2ST1"	"protein_coding"	"3UTR"
"chr1"	88983720	88983728	"IGF2BP3wt_final"	"-"	14.96	14.96	26.51	9.512	5.32	2.956	"ENSG00000213516.10"	"RBMXL1"	"protein_coding"	"CDS"
"chr1"	91387279	91387287	"IGF2BP3wt_final"	"-"	54.81374875	113.504995	30.82143	5.884287143	6.85500125	49.22125	"ENSG00000162669.16"	"HFM1"	"protein_coding"	"intron"
"chr1"	91387374	91387382	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	533.9528443	636.97873	623.0085629	610.7800029	490.0371529	560.41498	"ENSG00000162669.16"	"HFM1"	"protein_coding"	"intron"
"chr1"	91387441	91387449	"IGF2BP3wt_final"	"-"	84.93375125	74.84571571	45.975	55.8775	56.38499875	52.39749875	"ENSG00000162669.16"	"HFM1"	"protein_coding"	"intron"
"chr1"	91502156	91502164	"IGF2BP3wt_final"	"+"	7.542	13.29	0.34	6.315	0	14.035	"ENSG00000097046.13"	"CDC7"	"protein_coding"	"intron"
"chr1"	91681370	91681378	"IGF2BP3wt_final"	"-"	5.46	9.345	0	3.07	4.92	8.325	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91681615	91681623	"IGF2BP3wt_final"	"-"	10.755	9.5175	3.47	0	9.69	1.25	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91682118	91682126	"IGF2BP3wt_final"	"-"	16.65142857	6.105	1.868571429	0	0	11.45	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91682232	91682240	"IGF2BP3R525C_final"	"-"	8.635	4.498333333	0	6.433333333	9.173333333	9.808	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91682314	91682323	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	9.345	4.35	0	0	6.68	11.384	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91682674	91682684	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	17.05	19.33285714	8.848	3.504	4.54	10.17666667	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91683398	91683410	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	5.1825	23.664	13.26	9.77	8.22	8.192	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91683417	91683425	"IGF2BP3R525C_final"	"-"	5.86	23.478	7.443333333	6.348571429	12.645	11.105	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"3UTR"
"chr1"	91722050	91722058	"IGF2BP3I474M_final"	"-"	7.784285714	0	21.04	8.796666667	10.12	5.947142857	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"CDS"
"chr1"	91727692	91727700	"IGF2BP3wt_final"	"-"	11.532	20.61428571	1.88	18.90666667	18.195	12.968	"ENSG00000069702.11"	"TGFBR3"	"protein_coding"	"CDS"
"chr1"	92833574	92833582	"IGF2BP3wt_final"	"+"	30.51000125	33.56250125	0.5725	0	12.47143	14.3312475	"ENSG00000122406.14"	"RPL5"	"protein_coding"	"CDS"
"chr1"	92837343	92837352	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	19.92666444	68.748745	11.87333444	48.39110889	41.53333222	46.14999889	"ENSG00000206680.1"	"SNORD21"	"snoRNA"	"exon"
"chr1"	92840801	92840809	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	46.95499875	76.37000125	50.9574975	24.8074975	48.53749625	43.02124625	"ENSG00000207523.1"	"SNORA66"	"snoRNA"	"exon"
"chr1"	93152684	93152692	"IGF2BP3wt_final"	"-"	4.206	16.61	6.9	5.7	1.575	0.97	"ENSG00000117500.13"	"TMED5"	"protein_coding"	"3UTR"
"chr1"	93602734	93602742	"IGF2BP3wt_final"	"+"	8.68	5.19	8.952	0.67	0.66	6.986666667	"ENSG00000224093.5"	"BCAR3-AS1"	"lncRNA"	"intron"
"chr1"	94464842	94464854	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	7.117142857	8.41375	3.226666667	1.13	10.3225	3.63	"ENSG00000117528.14"	"ABCD3"	"protein_coding"	"CDS"
"chr1"	94518134	94518142	"IGF2BP3wt_final"	"+"	12.798	17.36625	3.085	12.135	15.405	0.7883333333	"ENSG00000117528.14"	"ABCD3"	"protein_coding"	"3UTR"
"chr1"	94518399	94518407	"IGF2BP3wt_final"	"+"	19.755	19.51714286	1.333333333	0	5.26	0	"ENSG00000117528.14"	"ABCD3"	"protein_coding"	"3UTR"
"chr1"	94897035	94897043	"IGF2BP3R525C_final"	"-"	16.53	2.8275	3.293333333	9.224	9.628	7.344	"ENSG00000117519.16"	"CNN3"	"protein_coding"	"3UTR"
"chr1"	94898015	94898026	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	48.384	55.4775	13.895	3.296666667	16.98857143	27.098	"ENSG00000117519.16"	"CNN3"	"protein_coding"	"CDS"
"chr1"	94901760	94901768	"IGF2BP3R525C_final"	"-"	12.54285714	21.19142857	3	8.846666667	22.89714286	15.58666667	"ENSG00000117519.16"	"CNN3"	"protein_coding"	"CDS"
"chr1"	99902762	99902770	"IGF2BP3wt_final"	"+"	6.43	4.95	1.39	1.2	5.1	0	"ENSG00000162688.17"	"AGL"	"protein_coding"	"CDS"
"chr1"	100080628	100080636	"IGF2BP3wt_final"	"+"	15.324	11.275	2.88	4.733333333	0	0.44	"ENSG00000156875.14"	"MFSD14A"	"protein_coding"	"CDS"
"chr1"	100976124	100976132	"IGF2BP3wt_final"	"+"	8.0475	18.648	4.2	8.71	6.6	9.31	"ENSG00000162695.12"	"SLC30A7"	"protein_coding"	"3UTR"
"chr1"	109236032	109236040	"IGF2BP3wt_final"	"+"	14.425	11.65	1.333333333	4.493333333	0	1.65	"ENSG00000031698.13"	"SARS1"	"protein_coding"	"CDS"
"chr1"	109355440	109355448	"IGF2BP3wt_final"	"-"	27.89	15.31	12.44	21.03333333	19.5	7.6275	"ENSG00000134243.12"	"SORT1"	"protein_coding"	"CDS"
"chr1"	109411889	109411897	"IGF2BP3wt_final"	"-"	24.56142857	10.06714286	10.675	2.9	0.26	0.98	"ENSG00000143106.13"	"PSMA5"	"protein_coding"	"CDS"
"chr1"	109586245	109586253	"IGF2BP3I474M_final"	"+"	2.224	10.97428571	6.784	15.34	9.345	19.49833333	"ENSG00000065135.12"	"GNAI3"	"protein_coding"	"CDS"
"chr1"	109737742	109737750	"IGF2BP3wt_final"	"-"	5.922	9.918	0	0.6	0.615	1.613333333	"ENSG00000134202.11"	"GSTM3"	"protein_coding"	"CDS"
"chr1"	109738094	109738102	"IGF2BP3wt_final"	"-"	7.458	12.12	0	0	0	0	"ENSG00000134202.11"	"GSTM3"	"protein_coding"	"CDS"
"chr1"	110340704	110340712	"IGF2BP3R525C_final"	"+"	11.655	1.11	10.26666667	0.67	9.9	9.31	"ENSG00000162775.17"	"RBM15"	"protein_coding"	"CDS"
"chr1"	111703447	111703455	"IGF2BP3I474M_final"	"+"	0	10.215	11.152	7.193333333	2.1	1.44	"ENSG00000116473.14"	"RAP1A"	"protein_coding"	"CDS"
"chr1"	112670780	112670788	"IGF2BP3R525C_final"	"+"	6.3375	5.69	2.083333333	0	12.14	11.145	"ENSG00000116489.13"	"CAPZA1"	"protein_coding"	"3UTR"
"chr1"	114430862	114430870	"IGF2BP3wt_final"	"-"	12.61285714	14.35714286	12.03333333	6.362857143	13.86285714	5.85	"ENSG00000197323.12"	"TRIM33"	"protein_coding"	"CDS"
"chr1"	114704748	114704756	"IGF2BP3I474M_final"	"-"	9.705	5.454	7.92	10.08666667	4.944	2.6425	"ENSG00000213281.5"	"NRAS"	"protein_coding"	"3UTR"
"chr1"	114704762	114704770	"IGF2BP3wt_final"	"-"	19.16	7.32	7.3	10.08	12.48	3.31	"ENSG00000213281.5"	"NRAS"	"protein_coding"	"3UTR"
"chr1"	114707569	114707577	"IGF2BP3wt_final"	"-"	25.15125	13.212	5.55	1.2	0	0.3366666667	"ENSG00000213281.5"	"NRAS"	"protein_coding"	"3UTR"
"chr1"	114707727	114707735	"IGF2BP3wt_final"	"-"	6.73	5.693333333	0.7	2.064	4.52	3.36	"ENSG00000213281.5"	"NRAS"	"protein_coding"	"3UTR"
"chr1"	114708592	114708600	"IGF2BP3wt_final"	"-"	8.568	11.38	0	4.276	9.87	0	"ENSG00000213281.5"	"NRAS"	"protein_coding"	"CDS"
"chr1"	114717386	114717394	"IGF2BP3R525C_final"	"-"	2.388	3.98	1.383333333	1.835	4.305	14.54571429	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"3UTR"
"chr1"	114717824	114717840	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	42.19571429	36.685	20.89818182	32.04285714	26	14.35166667	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"3UTR"
"chr1"	114718696	114718706	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	13.24333333	10.48	4.78	7.788571429	6.923333333	6.375	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114730346	114730354	"IGF2BP3wt_final"	"-"	14.92	11.76	7.246666667	5.893333333	5.45	8.841666667	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114732659	114732667	"IGF2BP3wt_final"	"-"	23.00142857	32.83285714	14.984	19.36666667	34.63	22.27285714	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114732674	114732682	"IGF2BP3R525C_final"	"-"	16.935	29.034	17.24	16.58	48.42	27.635	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114732734	114732742	"IGF2BP3R525C_final"	"-"	4.525	8.595	0	1.352	4.056	5.57	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114733790	114733802	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	23.04444444	25.372	7.915	28.33	28.14	44.172	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114739702	114739714	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	31.90111111	9.281111111	12.72	2.845	12.14666667	12.89272727	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"CDS"
"chr1"	114749960	114749968	"IGF2BP3R525C_final"	"-"	3.653333333	0.635	0.5333333333	1.816666667	9.28	7.925	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"5UTR"
"chr1"	114750130	114750138	"IGF2BP3wt_final"	"-"	10.52166667	15.428	0	6.37	9.01	5.15	"ENSG00000009307.16"	"CSDE1"	"protein_coding"	"5UTR"
"chr1"	116373402	116373410	"IGF2BP3wt_final"	"+"	6.415714286	4.61	1.395	4.89	3.02	6.9425	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"5UTR"
"chr1"	116387288	116387296	"IGF2BP3wt_final"	"+"	15.70285714	6.27	12.42666667	8.836666667	0.56	18.2175	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116388943	116388951	"IGF2BP3wt_final"	"+"	13.122	18.672	3.375	1.176666667	8.45	11.01333333	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116389536	116389548	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	37.72636364	50.13818182	41.397999	46.82	51.39272727	25.49416667	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116397936	116397944	"IGF2BP3wt_final"	"+"	32.8875	37.41	6.4525	4.46	31.02857143	0	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116397952	116397960	"IGF2BP3I474M_final"	"+"	25.4925	22.82142857	17.84	15.63	27.51	0.305	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116399009	116399017	"IGF2BP3wt_final"	"+"	29.39625	17.598	8.67	7.972	2.736	3.958333333	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116401244	116401259	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	23.08083333	13.27454545	22.68	19.63111111	34.66545455	9.246666667	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"CDS"
"chr1"	116404711	116404720	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	96.70142714	58.13714429	70.24	36.84	56.06	8.47875	"ENSG00000163399.16"	"ATP1A1"	"protein_coding"	"3UTR"
"chr1"	119744182	119744190	"IGF2BP3R525C_final"	"+"	6.468	7.68	0	5.08	11.97428571	11.948	"ENSG00000092621.13"	"PHGDH"	"protein_coding"	"3UTR"
"chr1"	143729438	143729446	"IGF2BP3R525C_final"	"-"	8.358	7.692	6.83	2.356	14.11714286	8.29	"ENSG00000206737.1"	"RNVU1-18"	"snRNA"	"exon"
"chr1"	145281145	145281153	"IGF2BP3I474M_final"	"+"	15.18375	2.905714286	15.50666667	16.38857143	0	6.08	"ENSG00000207501.1"	"RNVU1-14"	"snRNA"	"exon"
"chr1"	147295646	147295654	"IGF2BP3I474M_final"	"+"	0	0.07	10.63333333	15.59333333	0	4.785	"ENSG00000131778.19"	"CHD1L"	"protein_coding"	"3UTR"
"chr1"	148362400	148362408	"IGF2BP3R525C_final"	"-"	20.514	28.17428571	25.72	15.38428571	31.89	40.54	"ENSG00000207340.1"	"RNVU1-1"	"snRNA"	"exon"
"chr1"	148362421	148362429	"IGF2BP3I474M_final"	"-"	22.134	23.808	28.575	17.87333333	27.66	35.145	"ENSG00000207340.1"	"RNVU1-1"	"snRNA"	"exon"
"chr1"	148388533	148388541	"IGF2BP3wt_final"	"-"	15.405	7.08	6.94	17	19.92	5.505	"ENSG00000238825.1"	"RNVU1-2"	"snRNA"	"exon"
"chr1"	149842248	149842256	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	7.988571429	12.07	12.504	15.46333333	8.237142857	19.33142857	"ENSG00000203812.2"	"H2AC18"	"protein_coding"	"3UTR"
"chr1"	150229208	150229216	"IGF2BP3wt_final"	"-"	14.654	11.78571429	2.304	14.53666667	12.03666667	3.468571429	"ENSG00000143401.15"	"ANP32E"	"protein_coding"	"CDS"
"chr1"	150473744	150473752	"IGF2BP3wt_final"	"+"	14.06	10.545	4.2	0	0	0	"ENSG00000163125.15"	"RPRD2"	"protein_coding"	"3UTR"
"chr1"	150576478	150576486	"IGF2BP3R525C_final"	"-"	1.956	0.1071428571	9.618571429	3.907142857	14.23125	3.705714286	"ENSG00000143384.14"	"MCL1"	"protein_coding"	"3UTR"
"chr1"	150576604	150576612	"IGF2BP3wt_final"	"-"	11.31	5.0775	8.652	10.552	5.04	6.383333333	"ENSG00000143384.14"	"MCL1"	"protein_coding"	"3UTR"
"chr1"	150966778	150966786	"IGF2BP3wt_final"	"-"	19.224	12.675	4.16	1.06	5.91	8.724	"ENSG00000143418.20"	"CERS2"	"protein_coding"	"CDS"
"chr1"	150967858	150967866	"IGF2BP3R525C_final"	"-"	6.36	0.6633333333	6.5	0.02	6.89	6.196666667	"ENSG00000143418.20"	"CERS2"	"protein_coding"	"CDS"
"chr1"	151400538	151400546	"IGF2BP3wt_final"	"+"	6.253333333	11.53833333	1.892	0	9.35	0	"ENSG00000159377.11"	"PSMB4"	"protein_coding"	"CDS"
"chr1"	151401622	151401630	"IGF2BP3R525C_final"	"+"	13.29714286	3.695	7.65	4.113333333	13.96	11.58	"ENSG00000159377.11"	"PSMB4"	"protein_coding"	"CDS"
"chr1"	151401818	151401826	"IGF2BP3R525C_final"	"+"	17.45625	10.185	10.315	3.345714286	22.38	14.04	"ENSG00000159377.11"	"PSMB4"	"protein_coding"	"CDS"
"chr1"	151697130	151697138	"IGF2BP3R525C_final"	"+"	4.0675	5.301666667	1.25	3.15	8.953333333	5.652857143	"ENSG00000143376.14"	"SNX27"	"protein_coding"	"3UTR"
"chr1"	151986156	151986164	"IGF2BP3I474M_final"	"-"	9.268333333	3.644	5.105	10.095	3.505	6.915	"ENSG00000197747.9"	"S100A10"	"protein_coding"	"CDS"
"chr1"	153626436	153626444	"IGF2BP3I474M_final"	"-"	5.9325	2.76	7.824	8.37	0.33	1.564	"ENSG00000189171.14"	"S100A13"	"protein_coding"	"CDS"
"chr1"	153663030	153663038	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	5.766	4.605	7.42	3.831428571	8.772	5.17	"ENSG00000143621.17"	"ILF2"	"protein_coding"	"CDS"
"chr1"	153665248	153665256	"IGF2BP3wt_final"	"-"	16.555	28.95	8.876	0	0	5.18	"ENSG00000143621.17"	"ILF2"	"protein_coding"	"CDS"
"chr1"	153959786	153959794	"IGF2BP3R525C_final"	"-"	0	0	0.525	6.3	14.98666667	11.01	"ENSG00000143570.19"	"SLC39A1"	"protein_coding"	"3UTR"
"chr1"	153990774	153990785	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	14.94	7.725	1.38	5.22	6.42	6.49	"ENSG00000177954.14"	"RPS27"	"protein_coding"	"5UTR"
"chr1"	154582091	154582099	"IGF2BP3wt_final"	"-"	9.76	9.39	0	1.246666667	1.8	3.032	"ENSG00000160710.18"	"ADAR"	"protein_coding"	"3UTR"
"chr1"	154583339	154583350	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	14.124	1.93	7.117142857	4.982857143	6.963333333	8.47875	"ENSG00000160710.18"	"ADAR"	"protein_coding"	"3UTR"
"chr1"	154597888	154597896	"IGF2BP3wt_final"	"-"	6.615	6.06	8.38	2.986666667	0.38	0	"ENSG00000160710.18"	"ADAR"	"protein_coding"	"CDS"
"chr1"	155319846	155319854	"IGF2BP3wt_final"	"+"	13.17	24.378	17.785	6.233333333	7.29	12.76666667	"ENSG00000160752.15"	"FDPS"	"protein_coding"	"CDS"
"chr1"	155920018	155920028	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	121.8466667	111.4300022	103.283995	22.283996	36.30750375	44.295004	"ENSG00000207475.1"	"SNORA80E"	"snoRNA"	"exon"
"chr1"	156009530	156009538	"IGF2BP3I474M_final"	"-"	23.67166667	14.54857143	25.76	16.23333333	20	24.91666667	"ENSG00000163479.14"	"SSR2"	"protein_coding"	"3UTR"
"chr1"	156009540	156009548	"IGF2BP3R525C_final"	"-"	33.2	15.34333333	21.16	15.02	23.83428571	31.89166667	"ENSG00000163479.14"	"SSR2"	"protein_coding"	"CDS"
"chr1"	156309034	156309042	"IGF2BP3R525C_final"	"-"	22.97333333	20.3975	3.256	3.716	15.33333333	12.118	"ENSG00000163468.15"	"CCT3"	"protein_coding"	"3UTR"
"chr1"	156312089	156312097	"IGF2BP3wt_final"	"-"	5.215	6.92	0.268	0	0.45	2.414	"ENSG00000163468.15"	"CCT3"	"protein_coding"	"CDS"
"chr1"	156317190	156317198	"IGF2BP3R525C_final"	"-"	0.174	7.41	0.64	0	10.1625	4.764285714	"ENSG00000163468.15"	"CCT3"	"protein_coding"	"CDS"
"chr1"	156317418	156317426	"IGF2BP3wt_final"	"-"	14.34	7.68	6.26	0	0.48	4.113333333	"ENSG00000163468.15"	"CCT3"	"protein_coding"	"CDS"
"chr1"	156335832	156335840	"IGF2BP3I474M_final"	"-"	12.266	23.325	15.46	13.36	12.77	20.75571429	"ENSG00000163468.15"	"CCT3"	"protein_coding"	"CDS"
"chr1"	156742586	156742594	"IGF2BP3wt_final"	"-"	11.795	8.28	3.48	0	9.5	7.82	"ENSG00000143321.19"	"HDGF"	"protein_coding"	"3UTR"
"chr1"	156742930	156742938	"IGF2BP3I474M_final"	"-"	0.426	0	9.42	9.64	0.38	0	"ENSG00000143321.19"	"HDGF"	"protein_coding"	"3UTR"
"chr1"	156743132	156743140	"IGF2BP3wt_final"	"-"	7.0425	6.948	1.395	2.34	0.492	0.8866666667	"ENSG00000143321.19"	"HDGF"	"protein_coding"	"3UTR"
"chr1"	160291391	160291399	"IGF2BP3R525C_final"	"-"	1.08	15.264	5.225	3.833333333	7.65	11.75666667	"ENSG00000122218.16"	"COPA"	"protein_coding"	"CDS"
"chr1"	160297597	160297605	"IGF2BP3wt_final"	"-"	20.424	14.365	0	0	12.21	13.69666667	"ENSG00000122218.16"	"COPA"	"protein_coding"	"CDS"
"chr1"	160298894	160298902	"IGF2BP3I474M_final"	"-"	2.712857143	5.14	11.5	3.852	0	4.826666667	"ENSG00000122218.16"	"COPA"	"protein_coding"	"CDS"
"chr1"	160305764	160305772	"IGF2BP3wt_final"	"-"	3.456	7.674	7.61	0	0	0.77	"ENSG00000122218.16"	"COPA"	"protein_coding"	"CDS"
"chr1"	160306380	160306394	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	5.316	8.383076923	14.66909091	1.112	14.13454545	10.28454545	"ENSG00000122218.16"	"COPA"	"protein_coding"	"CDS"
