"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP2a_rep1"	"IGF2BP2a_rep2"	"IGF2BP2b_rep1"	"IGF2BP2b_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr1"	27000471	27000482	"IGF2BP2a_final,IGF2BP2b_final"	"+"	20.852	14.928	12.34	12.64	"ENSG00000253368.4"	"TRNP1"	"protein_coding"	"3UTR"
"chr1"	27325259	27325267	"IGF2BP2a_final"	"+"	44.28	35.414	28.1775	23.064	"ENSG00000206888.1"	"RNU6-48P"	"snRNA"	"exon"
"chr1"	27894034	27894042	"IGF2BP2a_final"	"-"	10.26	10.01	3.99	5.2	"ENSG00000117748.10"	"RPA2"	"protein_coding"	"CDS"
"chr1"	28200904	28200912	"IGF2BP2b_final"	"-"	0	4.875	8.685714286	13.73	"ENSG00000126698.11"	"DNAJC8"	"protein_coding"	"3UTR"
"chr1"	28476254	28476262	"IGF2BP2b_final"	"+"	0	5.735	7.064	13.34	"ENSG00000204138.13"	"PHACTR4"	"protein_coding"	"CDS"
"chr1"	28507477	28507488	"IGF2BP2a_final,IGF2BP2b_final"	"+"	127.0800091	139.1263673	247.6090964	201.3963645	"ENSG00000274266.1"	"SNORA73A"	"snoRNA"	"exon"
"chr1"	28507543	28507558	"IGF2BP2a_final,IGF2BP2b_final"	"+"	293.319996	320.97067	594.280012	564.642664	"ENSG00000274266.1"	"SNORA73A"	"snoRNA"	"exon"
"chr1"	28508362	28508374	"IGF2BP2a_final,IGF2BP2b_final"	"+"	19.68666667	15.936	14.24666667	15.65555556	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28508416	28508424	"IGF2BP2b_final"	"+"	2.72	1.185	5.76	5.28	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28508528	28508537	"IGF2BP2a_final,IGF2BP2b_final"	"+"	6.242857143	14.325	16.82857143	6.933333333	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28508657	28508667	"IGF2BP2a_final,IGF2BP2b_final"	"+"	464.450995	509.916033	552.230976	513.750995	"ENSG00000200087.1"	"SNORA73B"	"snoRNA"	"exon"
"chr1"	28508960	28508968	"IGF2BP2b_final"	"+"	1.46	8.24	5.835	18.85666667	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28509139	28509147	"IGF2BP2a_final"	"+"	10.1	8.1	11.772	10.284	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28509986	28509994	"IGF2BP2b_final"	"+"	0	0	10.7	8.4	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28538680	28538688	"IGF2BP2a_final"	"+"	5.16	4.46	2.31	1.34	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"3UTR"
"chr1"	28578824	28578832	"IGF2BP2b_final"	"-"	0	0	8.58	6.193333333	"ENSG00000197989.14"	"SNHG12"	"lncRNA"	"intron"
"chr1"	28580424	28580436	"IGF2BP2a_final,IGF2BP2b_final"	"-"	142.6500017	200.2258308	244.1100083	246.9283333	"ENSG00000273544.1"	"SNORA44"	"snoRNA"	"exon"
"chr1"	28580943	28580951	"IGF2BP2b_final"	"-"	179.3887587	164.876255	186.6562463	162.01625	"ENSG00000274582.1"	"SNORA16A"	"snoRNA"	"exon"
"chr1"	28742532	28742540	"IGF2BP2a_final"	"+"	10.91333333	9.614	1.06	6.426666667	"ENSG00000198492.16"	"YTHDF2"	"protein_coding"	"CDS"
"chr1"	28743481	28743489	"IGF2BP2a_final"	"+"	9.18	13.834	9.18	10.65333333	"ENSG00000198492.16"	"YTHDF2"	"protein_coding"	"CDS"
"chr1"	28743814	28743822	"IGF2BP2a_final"	"+"	21.08	15.11	18.572	14.72	"ENSG00000198492.16"	"YTHDF2"	"protein_coding"	"CDS"
"chr1"	29147882	29147890	"IGF2BP2b_final"	"-"	10.74	4.825	5.325	13.82333333	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"3UTR"
"chr1"	29148158	29148166	"IGF2BP2a_final,IGF2BP2b_final"	"-"	13.116	12.49	11.13	11.19333333	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"3UTR"
"chr1"	29150128	29150136	"IGF2BP2a_final"	"-"	6.312	8.828333333	0	4.906666667	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"CDS"
"chr1"	29159394	29159402	"IGF2BP2a_final"	"-"	15.612	8.435	10.29	0	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"CDS"
"chr1"	29311691	29311699	"IGF2BP2a_final"	"+"	12.57	13.56	0.3	2.9	"ENSG00000060656.20"	"PTPRU"	"protein_coding"	"CDS"
"chr1"	30931590	30931598	"IGF2BP2b_final"	"-"	1.7	0	7.78	7.093333333	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"3UTR"
"chr1"	30932888	30932896	"IGF2BP2a_final"	"-"	9.69	10.556	5.415	3.12	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"3UTR"
"chr1"	30942002	30942010	"IGF2BP2a_final"	"-"	14.28	9.374	4.78	11.39333333	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30952248	30952256	"IGF2BP2b_final"	"-"	8.94	4.5275	12.84	7.43	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30966123	30966131	"IGF2BP2a_final"	"-"	5.2	12.52142857	4.2	0.56	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30968216	30968224	"IGF2BP2b_final"	"-"	13.3725	5.5375	17.3625	14.5075	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"intron"
"chr1"	31059217	31059225	"IGF2BP2b_final"	"-"	4.125	4.9875	9.432	19.46333333	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	31259725	31259733	"IGF2BP2a_final"	"-"	34.76666667	19.40666667	10.74285714	6.485	"ENSG00000060688.13"	"SNRNP40"	"protein_coding"	"3UTR"
"chr1"	31630158	31630166	"IGF2BP2b_final"	"-"	5.16	2.185	7.44	9.14	"ENSG00000162517.13"	"PEF1"	"protein_coding"	"3UTR"
"chr1"	31919072	31919080	"IGF2BP2a_final"	"-"	14.535	12.558	7.695	4.68	"ENSG00000184007.22"	"PTP4A2"	"protein_coding"	"5UTR"
"chr1"	32033309	32033317	"IGF2BP2b_final"	"+"	10.755	5.2575	6.48	15.012	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"CDS"
"chr1"	32036933	32036941	"IGF2BP2b_final"	"+"	16.284	10.25	9.336	24.46	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"CDS"
"chr1"	32038566	32038576	"IGF2BP2a_final,IGF2BP2b_final"	"+"	38.835	37.43222222	19.27555556	14.59555556	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"CDS"
"chr1"	32043300	32043314	"IGF2BP2a_final,IGF2BP2b_final"	"+"	37.68545455	38.52	27.654	28.116	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"3UTR"
"chr1"	32154640	32154648	"IGF2BP2a_final"	"+"	15.67142857	5.346666667	0	5.645714286	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"CDS"
"chr1"	32175124	32175132	"IGF2BP2a_final"	"+"	6.528	9.6925	2.31	13.3	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"3UTR"
"chr1"	32192329	32192337	"IGF2BP2a_final"	"+"	8.61	9.83	4.05	6.32	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"CDS"
"chr1"	32193220	32193228	"IGF2BP2b_final"	"+"	8.61	9.284	10.7	10.65333333	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"CDS"
"chr1"	32193236	32193244	"IGF2BP2a_final"	"+"	14.875	9.88	7.465	9.88	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"CDS"
"chr1"	32196479	32196487	"IGF2BP2b_final"	"+"	9.784	21.575	26.96	13.424	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"3UTR"
"chr1"	32196842	32196850	"IGF2BP2a_final"	"+"	9.096	5.504	1.65	0.8	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"3UTR"
"chr1"	32226410	32226418	"IGF2BP2b_final"	"+"	5.7	1.961666667	5.475	7.12	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32228738	32228746	"IGF2BP2a_final,IGF2BP2b_final"	"+"	22.60285714	37.83	21.792	11.3225	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32231162	32231170	"IGF2BP2b_final"	"+"	10.26	9.1	13.3	10.4	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32231448	32231456	"IGF2BP2b_final"	"+"	0.91	5.6	4.32	4.813333333	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"3UTR"
"chr1"	32331485	32331498	"IGF2BP2a_final,IGF2BP2b_final"	"+"	42.848	39.00909091	18.985	28.53454545	"ENSG00000116478.12"	"HDAC1"	"protein_coding"	"CDS"
"chr1"	32334908	32334916	"IGF2BP2b_final"	"-"	0	0.2733333333	3.664	3.733333333	"ENSG00000175130.7"	"MARCKSL1"	"protein_coding"	"CDS"
"chr1"	32657448	32657456	"IGF2BP2a_final"	"+"	8.835	9.1	8.74	3.12	"ENSG00000162521.19"	"RBBP4"	"protein_coding"	"CDS"
"chr1"	32669062	32669070	"IGF2BP2b_final"	"+"	7.274285714	0.73625	6.455	14.09714286	"ENSG00000162521.19"	"RBBP4"	"protein_coding"	"CDS"
"chr1"	32680183	32680191	"IGF2BP2b_final"	"+"	9.21	14.29	4.46	6.1	"ENSG00000162521.19"	"RBBP4"	"protein_coding"	"3UTR"
"chr1"	32775258	32775266	"IGF2BP2a_final"	"-"	12.405	7.01	12.76666667	4.54	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"3UTR"
"chr1"	32775999	32776007	"IGF2BP2a_final"	"-"	12.475	6.01	2.228	3.453333333	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32781111	32781120	"IGF2BP2a_final,IGF2BP2b_final"	"-"	7.56	8.8775	25.61	10.34	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32786394	32786402	"IGF2BP2b_final"	"-"	2.588571429	10.3325	11.84	10.888	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32810600	32810608	"IGF2BP2a_final"	"-"	12.51	9.8075	0.42	3.184	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32810679	32810687	"IGF2BP2b_final"	"-"	3.422857143	3.1	12.62333333	11.26	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32810928	32810936	"IGF2BP2b_final"	"-"	6.9	2.55	13.74	12.38666667	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	33010354	33010362	"IGF2BP2a_final"	"-"	21.18	6.1	3.32	16.5	"ENSG00000004455.17"	"AK2"	"protein_coding"	"3UTR"
"chr1"	33013354	33013362	"IGF2BP2b_final"	"-"	0.78	0.85	8.136	7.333333333	"ENSG00000004455.17"	"AK2"	"protein_coding"	"CDS"
"chr1"	33330086	33330094	"IGF2BP2a_final"	"-"	5.944	4.808	0	0.408	"ENSG00000134686.18"	"PHC2"	"protein_coding"	"CDS"
"chr1"	35178919	35178927	"IGF2BP2b_final"	"-"	2.31	0	5.16	12.26	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35181075	35181083	"IGF2BP2b_final"	"-"	0	3.6875	8.61	6.58	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35182719	35182733	"IGF2BP2a_final,IGF2BP2b_final"	"-"	7.02	5.898	9.585	6.922857143	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35183008	35183018	"IGF2BP2a_final,IGF2BP2b_final"	"-"	21.405	24.48	8.01	13.82	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"3UTR"
"chr1"	35184211	35184219	"IGF2BP2b_final"	"-"	28.155	25.74	16.62857143	15.12	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"3UTR"
"chr1"	35184228	35184236	"IGF2BP2a_final"	"-"	33.368	31.80333333	11.42	13.58666667	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"3UTR"
"chr1"	35185766	35185774	"IGF2BP2a_final"	"-"	11.328	17.66	2.436	0	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35190864	35190872	"IGF2BP2b_final"	"-"	11.33	3.808	5.46	6.804	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"CDS"
"chr1"	35190956	35190964	"IGF2BP2b_final"	"-"	0	0.4575	4.956	9.525	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"CDS"
"chr1"	35421298	35421306	"IGF2BP2a_final"	"+"	8.01	4.915	5.16	0	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"3UTR"
"chr1"	35453612	35453620	"IGF2BP2a_final"	"-"	3.18	4.606	1.56	0.41	"ENSG00000142687.18"	"KIAA0319L"	"protein_coding"	"CDS"
"chr1"	35966999	35967007	"IGF2BP2a_final"	"+"	10.26	8.645	6.27	9.36	"ENSG00000126070.20"	"AGO3"	"protein_coding"	"CDS"
"chr1"	36282646	36282654	"IGF2BP2b_final"	"+"	2.88	0	8.01	7.06	"ENSG00000054118.15"	"THRAP3"	"protein_coding"	"CDS"
"chr1"	36291405	36291413	"IGF2BP2b_final"	"+"	1.58	0	8.07	4.852	"ENSG00000054118.15"	"THRAP3"	"protein_coding"	"CDS"
"chr1"	36301608	36301616	"IGF2BP2a_final"	"+"	20.91666667	18.995	0	11.78	"ENSG00000054118.15"	"THRAP3"	"protein_coding"	"CDS"
"chr1"	36304864	36304872	"IGF2BP2a_final"	"+"	9.732	11.745	5.685	5.093333333	"ENSG00000054118.15"	"THRAP3"	"protein_coding"	"3UTR"
"chr1"	36304950	36304958	"IGF2BP2b_final"	"+"	1.803333333	7.636666667	8.748	8.356	"ENSG00000054118.15"	"THRAP3"	"protein_coding"	"3UTR"
"chr1"	36456215	36456223	"IGF2BP2b_final"	"-"	0	0.2433333333	5.19	4.24	"ENSG00000116898.12"	"MRPS15"	"protein_coding"	"CDS"
"chr1"	36456369	36456378	"IGF2BP2a_final,IGF2BP2b_final"	"-"	33.28666667	8.013333333	10.08	7.825714286	"ENSG00000116898.12"	"MRPS15"	"protein_coding"	"CDS"
"chr1"	36457948	36457956	"IGF2BP2b_final"	"-"	15.96	21.48	14.9625	39.55	"ENSG00000116898.12"	"MRPS15"	"protein_coding"	"CDS"
"chr1"	37692922	37692930	"IGF2BP2a_final"	"+"	6.016666667	6.16	7.916666667	0.54	"ENSG00000134690.11"	"CDCA8"	"protein_coding"	"CDS"
"chr1"	37969386	37969394	"IGF2BP2b_final"	"-"	0.165	8.966666667	11.59	9.963333333	"ENSG00000183431.12"	"SF3A3"	"protein_coding"	"CDS"
"chr1"	37984184	37984192	"IGF2BP2a_final"	"-"	9.72	14.288	11.43	6.54	"ENSG00000183431.12"	"SF3A3"	"protein_coding"	"CDS"
"chr1"	37984193	37984201	"IGF2BP2b_final"	"-"	6.575	13.06	18.376	10.11	"ENSG00000183431.12"	"SF3A3"	"protein_coding"	"CDS"
"chr1"	37987612	37987620	"IGF2BP2b_final"	"-"	6.555	4.69	11.97	8.526666667	"ENSG00000183431.12"	"SF3A3"	"protein_coding"	"CDS"
"chr1"	38019115	38019123	"IGF2BP2b_final"	"+"	0	3.985	8.03	5.016	"ENSG00000183520.12"	"UTP11"	"protein_coding"	"CDS"
"chr1"	38023649	38023657	"IGF2BP2b_final"	"+"	17.1	13.65	10.545	19.76	"ENSG00000183520.12"	"UTP11"	"protein_coding"	"3UTR"
"chr1"	39000995	39001003	"IGF2BP2b_final"	"+"	0	9.194	5.98	5.753333333	"ENSG00000174574.16"	"AKIRIN1"	"protein_coding"	"CDS"
"chr1"	39001100	39001108	"IGF2BP2b_final"	"+"	40.17	19.34333333	20.98	6.95	"ENSG00000174574.16"	"AKIRIN1"	"protein_coding"	"intron"
"chr1"	39003348	39003356	"IGF2BP2a_final"	"+"	46.11428571	27.4	21.93	13.308	"ENSG00000174574.16"	"AKIRIN1"	"protein_coding"	"CDS"
"chr1"	39028756	39028764	"IGF2BP2a_final"	"+"	13.36285714	5.581428571	8.16	33.76285714	"ENSG00000168653.11"	"NDUFS5"	"protein_coding"	"CDS"
"chr1"	39433109	39433117	"IGF2BP2b_final"	"+"	3.613333333	0	3.976	11.32	"ENSG00000127603.30"	"MACF1"	"protein_coding"	"CDS"
"chr1"	39447799	39447807	"IGF2BP2a_final"	"+"	10.99666667	8.36	4.24	2.9	"ENSG00000127603.30"	"MACF1"	"protein_coding"	"CDS"
"chr1"	39486244	39486252	"IGF2BP2b_final"	"+"	1.44	8.736666667	12.84	8.346666667	"ENSG00000127603.30"	"MACF1"	"protein_coding"	"3UTR"
"chr1"	39562154	39562162	"IGF2BP2b_final"	"-"	13.41	20.685	13.125	8.008	"ENSG00000090621.15"	"PABPC4"	"protein_coding"	"CDS"
"chr1"	39563908	39563916	"IGF2BP2b_final"	"-"	0.63	0.365	5.076	8.92	"ENSG00000090621.15"	"PABPC4"	"protein_coding"	"CDS"
"chr1"	39565286	39565294	"IGF2BP2b_final"	"-"	0.77	5.13	6.926666667	20.84	"ENSG00000090621.15"	"PABPC4"	"protein_coding"	"CDS"
"chr1"	39572449	39572461	"IGF2BP2a_final,IGF2BP2b_final"	"-"	32.3	36.749	25.9575	33.928	"ENSG00000090621.15"	"PABPC4"	"protein_coding"	"CDS"
"chr1"	40064245	40064253	"IGF2BP2b_final"	"+"	17.36	3.953333333	9.95	8.2	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"CDS"
"chr1"	40064518	40064526	"IGF2BP2a_final"	"+"	4.912	8.905	7.993333333	9.256	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"CDS"
"chr1"	40067705	40067713	"IGF2BP2b_final"	"+"	1.728	2.625	7.455	9.885	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"CDS"
"chr1"	40070245	40070253	"IGF2BP2a_final"	"+"	32.064	37.61	9.72	15.9	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"CDS"
"chr1"	40070432	40070440	"IGF2BP2b_final"	"+"	10.61666667	14.62	9.614285714	19.48	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"CDS"
"chr1"	40071870	40071880	"IGF2BP2a_final,IGF2BP2b_final"	"+"	10.695	6.795	9.14	16.96333333	"ENSG00000131236.18"	"CAP1"	"protein_coding"	"3UTR"
"chr1"	40073782	40073790	"IGF2BP2b_final"	"-"	4.62	8.1275	9.18	10.61714286	"ENSG00000131238.18"	"PPT1"	"protein_coding"	"3UTR"
"chr1"	40074133	40074141	"IGF2BP2a_final"	"-"	25.52	12.474	5.228	11.79666667	"ENSG00000131238.18"	"PPT1"	"protein_coding"	"CDS"
"chr1"	40089447	40089455	"IGF2BP2b_final"	"-"	30.81	10.375	20.93	12.78	"ENSG00000131238.18"	"PPT1"	"protein_coding"	"CDS"
"chr1"	40293099	40293107	"IGF2BP2b_final"	"+"	7.455	0.4325	7.455	6.244	"ENSG00000084073.10"	"ZMPSTE24"	"protein_coding"	"3UTR"
"chr1"	40293821	40293829	"IGF2BP2b_final"	"+"	2.61	6.235	12.68	7.68	"ENSG00000084073.10"	"ZMPSTE24"	"protein_coding"	"3UTR"
"chr1"	40987424	40987432	"IGF2BP2b_final"	"+"	0	4.695714286	4.23	9.5175	"ENSG00000171793.16"	"CTPS1"	"protein_coding"	"CDS"
"chr1"	40988660	40988668	"IGF2BP2a_final"	"+"	13.11	7.735	11.97	5.72	"ENSG00000171793.16"	"CTPS1"	"protein_coding"	"CDS"
"chr1"	40995920	40995928	"IGF2BP2b_final"	"+"	0	2.185	8.96	9.14	"ENSG00000171793.16"	"CTPS1"	"protein_coding"	"CDS"
"chr1"	41012340	41012348	"IGF2BP2a_final"	"+"	7.104	10.96666667	2.16	15.752	"ENSG00000171793.16"	"CTPS1"	"protein_coding"	"3UTR"
"chr1"	41027729	41027737	"IGF2BP2a_final"	"-"	8.7	13.068	11.51	7.876	"ENSG00000010803.16"	"SCMH1"	"protein_coding"	"3UTR"
"chr1"	42702044	42702052	"IGF2BP2b_final"	"+"	53.8975	67.64875	51.58285857	59.40999625	"ENSG00000065978.19"	"YBX1"	"protein_coding"	"3UTR"
"chr1"	42702184	42702195	"IGF2BP2a_final,IGF2BP2b_final"	"+"	12.204	14.36833333	14.46	10.05666667	"ENSG00000065978.19"	"YBX1"	"protein_coding"	"3UTR"
"chr1"	42762331	42762339	"IGF2BP2b_final"	"-"	0	4.5975	5.988	8.4	"ENSG00000117385.16"	"P3H1"	"protein_coding"	"CDS"
"chr1"	42926477	42926485	"IGF2BP2b_final"	"-"	21.465	4.173333333	5.88	8.596	"ENSG00000117394.24"	"SLC2A1"	"protein_coding"	"3UTR"
"chr1"	42926613	42926621	"IGF2BP2a_final,IGF2BP2b_final"	"-"	77.11714143	79.19499875	63.92571571	47.05142857	"ENSG00000117394.24"	"SLC2A1"	"protein_coding"	"3UTR"
"chr1"	42926854	42926862	"IGF2BP2b_final"	"-"	1.632	0.5	25.824	23.72	"ENSG00000117394.24"	"SLC2A1"	"protein_coding"	"3UTR"
"chr1"	42954089	42954097	"IGF2BP2b_final"	"-"	6.86	8.13	6.288	11.665	"ENSG00000117394.24"	"SLC2A1"	"protein_coding"	"intron"
"chr1"	43359810	43359818	"IGF2BP2a_final"	"+"	6.33	5.28	5.76	0.24	"ENSG00000117399.14"	"CDC20"	"protein_coding"	"CDS"
"chr1"	43365226	43365234	"IGF2BP2a_final"	"-"	11.4	9.1	8.55	3.12	"ENSG00000066322.15"	"ELOVL1"	"protein_coding"	"CDS"
"chr1"	43386630	43386638	"IGF2BP2b_final"	"-"	0	2.14	6.71	6.78	"ENSG00000159479.17"	"MED8"	"protein_coding"	"CDS"
"chr1"	43387587	43387595	"IGF2BP2b_final"	"-"	5.71	4.0975	9.13	10.13333333	"ENSG00000159479.17"	"MED8"	"protein_coding"	"CDS"
"chr1"	43603950	43603960	"IGF2BP2a_final,IGF2BP2b_final"	"+"	8.0475	7.0775	13.56	8.276666667	"ENSG00000142949.17"	"PTPRF"	"protein_coding"	"CDS"
"chr1"	43621978	43621986	"IGF2BP2b_final"	"+"	5.73	0.2733333333	12	13.12666667	"ENSG00000142949.17"	"PTPRF"	"protein_coding"	"CDS"
"chr1"	43716495	43716503	"IGF2BP2a_final"	"+"	31.38	17.2	7.06	10.7	"ENSG00000283414.1"	"U6"	"snRNA"	"exon"
"chr1"	43990312	43990320	"IGF2BP2a_final"	"+"	5.205	6.12	0	0.77	"ENSG00000117411.18"	"B4GALT2"	"protein_coding"	"CDS"
"chr1"	44650922	44650930	"IGF2BP2a_final"	"+"	12.73	6.976666667	3.99	4.506666667	"ENSG00000187147.18"	"RNF220"	"protein_coding"	"3UTR"
"chr1"	44651124	44651132	"IGF2BP2b_final"	"+"	0.66	2.915	9.97	9.22	"ENSG00000187147.18"	"RNF220"	"protein_coding"	"3UTR"
"chr1"	44721881	44721890	"IGF2BP2a_final,IGF2BP2b_final"	"-"	32.20667111	24.02999778	133.5333378	92.60444556	"ENSG00000199377.1"	"RNU5F-1"	"snRNA"	"exon"
"chr1"	44731084	44731092	"IGF2BP2b_final"	"-"	0	2.25249875	195.0675025	100.0450025	"ENSG00000200169.1"	"RNU5D-1"	"snRNA"	"exon"
"chr1"	44756142	44756150	"IGF2BP2a_final"	"+"	8.46	6.408	0.58	1.4	"ENSG00000142945.13"	"KIF2C"	"protein_coding"	"CDS"
"chr1"	44776516	44776524	"IGF2BP2b_final"	"+"	0	0.35124875	60.607505	67.62999875	"ENSG00000200913.1"	"SNORD46"	"snoRNA"	"exon"
"chr1"	44776554	44776562	"IGF2BP2b_final"	"+"	0	0	16.63714571	22.2450025	"ENSG00000200913.1"	"SNORD46"	"snoRNA"	"exon"
"chr1"	44777652	44777660	"IGF2BP2a_final,IGF2BP2b_final"	"+"	64.6249975	78.20500125	98.68250375	56.2025	"ENSG00000142937.12"	"RPS8"	"protein_coding"	"CDS"
"chr1"	44778079	44778092	"IGF2BP2a_final,IGF2BP2b_final"	"+"	18.96153846	27.25538462	24.39846154	4.88	"ENSG00000142937.12"	"RPS8"	"protein_coding"	"CDS"
"chr1"	44778422	44778430	"IGF2BP2a_final,IGF2BP2b_final"	"+"	127.635005	184.7325075	153.0000063	160.26	"ENSG00000207421.1"	"SNORD38B"	"snoRNA"	"exon"
"chr1"	45015541	45015549	"IGF2BP2a_final"	"+"	11.19	15.09333333	0	1.192	"ENSG00000126088.14"	"UROD"	"protein_coding"	"3UTR"
"chr1"	45511082	45511093	"IGF2BP2a_final,IGF2BP2b_final"	"-"	63.21333333	50.26	80.83090909	62.12545364	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"3UTR"
"chr1"	45511227	45511235	"IGF2BP2b_final"	"-"	77.61750125	42.7325	63.59143	48.05428571	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"3UTR"
"chr1"	45511238	45511246	"IGF2BP2a_final"	"-"	94.38	48.89	64.55	53.805	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"3UTR"
"chr1"	45511350	45511358	"IGF2BP2a_final"	"-"	17.76857143	37.13714286	28.2375	61.10750125	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45514522	45514532	"IGF2BP2a_final,IGF2BP2b_final"	"-"	17.54	9.601428571	7.964	18.076	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45514610	45514618	"IGF2BP2b_final"	"-"	0.3342857143	1.384285714	19.26	41.52285714	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45514983	45514991	"IGF2BP2a_final"	"-"	56.3475025	63.985	54.78	67.19666833	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45515659	45515667	"IGF2BP2b_final"	"-"	30.78857143	34.295	26.67	44.5975	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45515726	45515734	"IGF2BP2a_final,IGF2BP2b_final"	"-"	19.575	17.41428571	43.54	13.375	"ENSG00000117450.15"	"PRDX1"	"protein_coding"	"CDS"
"chr1"	45607647	45607655	"IGF2BP2a_final"	"+"	7.204	4.3925	0	0	"ENSG00000132780.17"	"NASP"	"protein_coding"	"CDS"
"chr1"	45608067	45608079	"IGF2BP2a_final,IGF2BP2b_final"	"+"	8.74	10.738	11.172	10.608	"ENSG00000132780.17"	"NASP"	"protein_coding"	"CDS"
"chr1"	45608735	45608743	"IGF2BP2a_final"	"+"	9.72	11.285	1.74	5.5	"ENSG00000132780.17"	"NASP"	"protein_coding"	"intron"
"chr1"	45616644	45616652	"IGF2BP2b_final"	"+"	5.42	7.308	8.383333333	20.44	"ENSG00000132780.17"	"NASP"	"protein_coding"	"CDS"
"chr1"	45628293	45628301	"IGF2BP2a_final"	"-"	9.085	14.636	4.81	0.4	"ENSG00000159592.11"	"GPBP1L1"	"protein_coding"	"CDS"
"chr1"	45660952	45660960	"IGF2BP2b_final"	"-"	3.42	4.853333333	18.24	10.54857143	"ENSG00000159592.11"	"GPBP1L1"	"protein_coding"	"5UTR"
"chr1"	46310306	46310314	"IGF2BP2b_final"	"+"	25.07142857	28.98125	20.34857143	6.376666667	"ENSG00000173660.12"	"UQCRH"	"protein_coding"	"CDS"
