Uniprot ID;Gene name;Protein name;MCF7 pre15 confluent;MCF7 pre30 confluent;MCF7 pre15 half confluent;MCF7 pre30 half confluent;MCF7 combined;HEK293 pre15 confluent;HEK293 pre30 confluent;HEK293 pre15 half confluent;HEK293 pre30 half confluent;HEK293 combined;HeLa pre15 confluent;HeLa pre30 confluent;HeLa pre15 half confluent;HeLa pre30 half confluent;HeLa combined;all combined;MCF7 RBP;HEK293 RBP;HeLa RBP;ihRBP
Q9BXJ9;NAA15;N-alpha-acetyltransferase 15, NatA auxiliary subunit;8;8;9;13;16;8;8;10;10;19;NA;1;6;4;8;24;non-poly(A);non-poly(A);poly(A);poly(A)
Q9C0J8;WDR33;pre-mRNA 3' end processing protein WDR33;10;6;8;2;13;6;11;11;7;19;10;4;6;4;14;24;poly(A);poly(A);non-poly(A);poly(A)
Q9NVU7;SDAD1;Protein SDA1 homolog;5;8;12;15;19;7;11;11;11;19;7;5;12;10;15;24;poly(A);non-poly(A);non-poly(A);poly(A)
O15042;U2SURP;U2 snRNP-associated SURP motif-containing protein;7;6;3;3;16;3;4;3;4;7;3;7;NA;NA;7;23;poly(A);poly(A);non-poly(A);poly(A)
P16989;YBX3;Y-box-binding protein 3;13;16;14;15;19;14;13;16;15;19;16;13;11;13;18;23;poly(A);poly(A);poly(A);poly(A)
Q12849;GRSF1;G-rich sequence factor 1;16;17;16;18;20;11;13;17;15;20;19;14;17;12;22;23;poly(A);poly(A);poly(A);poly(A)
Q13895;BYSL;Bystin;16;14;14;12;19;11;13;13;13;20;11;9;10;10;15;23;poly(A);non-poly(A);poly(A);poly(A)
Q7Z2T5;TRMT1L;TRMT1-like protein;1;1;1;1;2;3;5;8;9;15;14;11;11;9;20;23;non-poly(A);non-poly(A);poly(A);poly(A)
Q86UE4;MTDH;Protein LYRIC;13;13;13;11;20;10;12;6;8;19;11;11;8;9;17;23;poly(A);poly(A);poly(A);poly(A)
Q96SI9;STRBP;Spermatid perinuclear RNA-binding protein;11;13;6;7;17;10;11;12;10;19;9;6;7;7;13;23;poly(A);poly(A);poly(A);poly(A)
Q99613;EIF3C;Eukaryotic translation initiation factor 3 subunit C;12;10;7;2;19;8;9;4;10;15;2;7;4;2;11;23;poly(A);poly(A);poly(A);poly(A)
Q9NVN8;GNL3L;Guanine nucleotide-binding protein-like 3-like protein;14;10;15;18;21;6;6;12;8;15;13;11;14;13;19;23;non-poly(A);non-poly(A);poly(A);poly(A)
Q9NY61;AATF;Protein AATF;10;14;10;12;15;10;11;10;14;19;10;10;14;12;21;23;poly(A);poly(A);poly(A);poly(A)
O00541;PES1;Pescadillo homolog;6;7;13;11;15;8;10;12;9;16;6;10;8;10;15;22;poly(A);poly(A);poly(A);poly(A)
O00566;MPHOSPH10;U3 small nucleolar ribonucleoprotein protein MPP10;12;13;12;13;18;10;14;11;8;17;6;5;10;10;17;22;poly(A);poly(A);poly(A);poly(A)
O75643;SNRNP200;U5 small nuclear ribonucleoprotein 200 kDa helicase;NA;3;1;NA;3;4;4;12;7;17;4;NA;6;7;14;22;poly(A);poly(A);poly(A);poly(A)
P61247;RPS3A;40S ribosomal protein S3a;12;14;12;13;19;9;11;9;8;15;4;6;5;5;11;22;poly(A);poly(A);poly(A);poly(A)
P78344;EIF4G2;Eukaryotic translation initiation factor 4 gamma 2;7;8;8;13;19;2;1;10;10;13;4;2;10;10;13;22;poly(A);poly(A);poly(A);poly(A)
Q12905;ILF2;Interleukin enhancer-binding factor 2;14;19;16;17;21;15;17;11;13;21;13;15;12;14;19;22;poly(A);poly(A);poly(A);poly(A)
Q14258;TRIM25;E3 ubiquitin/ISG15 ligase TRIM25;12;11;13;8;21;3;3;5;5;9;6;3;9;7;12;22;poly(A);non-poly(A);poly(A);poly(A)
Q8IWR0;ZC3H7A;Zinc finger CCCH domain-containing protein 7A;8;6;9;10;15;6;5;9;9;15;5;2;9;6;14;22;poly(A);poly(A);poly(A);poly(A)
Q969Z0;TBRG4;Protein TBRG4;11;16;11;13;19;8;10;10;14;19;9;10;9;7;14;22;poly(A);poly(A);poly(A);poly(A)
Q9NVP1;DDX18;ATP-dependent RNA helicase DDX18;9;8;9;11;15;7;9;8;5;17;7;5;9;8;17;22;poly(A);poly(A);poly(A);poly(A)
Q9NY93;DDX56;Probable ATP-dependent RNA helicase DDX56;11;14;15;14;18;9;8;14;11;18;14;9;14;15;18;22;poly(A);poly(A);poly(A);poly(A)
Q9UGP8;SEC63;Translocation protein SEC63 homolog;6;6;2;3;12;3;5;6;6;12;5;6;8;4;13;22;non-poly(A);non-poly(A);poly(A);poly(A)
Q9UGR2;ZC3H7B;Zinc finger CCCH domain-containing protein 7B;3;7;10;6;13;5;7;9;6;16;5;3;10;10;14;22;poly(A);poly(A);poly(A);poly(A)
Q9UHB9;SRP68;Signal recognition particle subunit SRP68;2;4;3;7;8;3;1;4;5;8;11;8;14;7;20;22;non-poly(A);non-poly(A);poly(A);poly(A)
O43823;AKAP8;A-kinase anchor protein 8;8;7;9;9;13;7;4;6;9;12;9;7;9;8;14;21;poly(A);poly(A);poly(A);poly(A)
O75821;EIF3G;Eukaryotic translation initiation factor 3 subunit G;8;11;14;13;19;6;7;12;13;16;6;5;10;9;13;21;poly(A);poly(A);poly(A);poly(A)
P08240;SRPRA;Signal recognition particle receptor subunit alpha;2;5;6;5;11;3;4;8;6;14;6;10;13;10;19;21;non-poly(A);non-poly(A);poly(A);poly(A)
P26368;U2AF2;Splicing factor U2AF 65 kDa subunit;12;17;13;12;18;11;14;11;10;19;8;10;11;7;16;21;poly(A);poly(A);poly(A);poly(A)
P35221;CTNNA1;Catenin alpha-1;3;3;7;7;11;NA;NA;NA;1;1;2;NA;10;8;16;21;non-poly(A);NA;poly(A);poly(A)
P49750;YLPM1;YLP motif-containing protein 1;6;7;7;6;12;8;8;9;10;18;9;2;7;7;14;21;poly(A);poly(A);non-poly(A);poly(A)
P52756;RBM5;RNA-binding protein 5;10;11;5;6;15;6;9;10;9;16;7;4;6;9;12;21;poly(A);poly(A);non-poly(A);poly(A)
P67809;YBX1;Nuclease-sensitive element-binding protein 1;11;11;13;14;15;15;14;13;11;18;15;15;16;17;20;21;poly(A);poly(A);poly(A);poly(A)
Q01780;EXOSC10;Exosome component 10;5;3;9;12;16;1;3;9;4;9;5;2;12;6;13;21;non-poly(A);poly(A);poly(A);poly(A)
Q13206;DDX10;Probable ATP-dependent RNA helicase DDX10;5;4;9;7;12;8;5;11;10;18;4;2;11;9;15;21;poly(A);poly(A);poly(A);poly(A)
Q13283;G3BP1;Ras GTPase-activating protein-binding protein 1;14;17;11;16;21;10;12;13;12;15;10;9;12;12;15;21;poly(A);poly(A);poly(A);poly(A)
Q5JSZ5;PRRC2B;Protein PRRC2B;6;3;10;11;16;NA;1;2;1;3;NA;NA;8;6;11;21;poly(A);poly(A);poly(A);poly(A)
Q7Z6E9;RBBP6;E3 ubiquitin-protein ligase RBBP6;4;3;3;3;11;3;2;4;2;8;NA;1;2;2;4;21;non-poly(A);poly(A);non-poly(A);poly(A)
Q8IWZ3;ANKHD1;Ankyrin repeat and KH domain-containing protein 1;6;4;7;6;15;3;2;7;5;10;3;NA;3;NA;5;21;poly(A);poly(A);poly(A);poly(A)
Q96EU6;RRP36;Ribosomal RNA processing protein 36 homolog;13;11;9;11;14;7;16;10;8;19;7;7;5;9;11;21;poly(A);poly(A);poly(A);poly(A)
Q96EY7;PTCD3;Pentatricopeptide repeat domain-containing protein 3, mitochondrial;15;18;16;16;20;13;10;15;13;19;13;12;14;12;17;21;poly(A);poly(A);poly(A);poly(A)
Q9NWH9;SLTM;SAFB-like transcription modulator;9;9;4;3;14;4;6;6;5;13;9;7;5;4;16;21;poly(A);poly(A);poly(A);poly(A)
Q9UKV3;ACIN1;Apoptotic chromatin condensation inducer in the nucleus;4;4;3;NA;9;3;5;1;1;9;5;2;1;4;10;21;poly(A);poly(A);poly(A);poly(A)
O00411;POLRMT;DNA-directed RNA polymerase, mitochondrial;7;6;12;5;15;1;NA;5;4;8;12;4;10;10;18;20;poly(A);poly(A);poly(A);poly(A)
P22087;FBL;rRNA 2'-O-methyltransferase fibrillarin;12;10;8;11;13;9;13;8;13;19;10;11;9;7;16;20;poly(A);poly(A);poly(A);poly(A)
P31942;HNRNPH3;Heterogeneous nuclear ribonucleoprotein H3;14;16;15;11;18;12;17;9;12;17;13;11;11;8;15;20;poly(A);poly(A);poly(A);poly(A)
P42285;SKIV2L2;Superkiller viralicidic activity 2-like 2;7;5;10;5;14;4;1;7;10;14;7;5;12;7;17;20;poly(A);non-poly(A);poly(A);poly(A)
Q13242;SRSF9;Serine/arginine-rich splicing factor 9;11;14;10;10;15;9;16;12;10;20;8;6;7;8;11;20;poly(A);poly(A);poly(A);poly(A)
Q14562;DHX8;ATP-dependent RNA helicase DHX8;3;6;10;5;13;5;5;7;9;14;3;1;7;6;11;20;poly(A);poly(A);poly(A);poly(A)
Q1ED39;KNOP1;Lysine-rich nucleolar protein 1;7;6;6;8;14;5;1;4;3;5;5;2;8;5;11;20;non-poly(A);non-poly(A);poly(A);poly(A)
Q71RC2;LARP4;La-related protein 4;12;11;17;15;18;7;3;11;9;14;13;7;15;10;17;20;poly(A);poly(A);poly(A);poly(A)
Q8TB72;PUM2;Pumilio homolog 2;14;12;10;13;17;8;6;12;9;13;5;5;11;9;13;20;poly(A);poly(A);poly(A);poly(A)
Q8TDN6;BRIX1;Ribosome biogenesis protein BRX1 homolog;5;10;7;9;13;8;15;8;11;18;9;8;11;8;15;20;poly(A);poly(A);poly(A);poly(A)
Q92879;CELF1;CUGBP Elav-like family member 1;13;18;12;15;19;12;16;11;15;19;13;9;10;8;14;20;poly(A);poly(A);poly(A);poly(A)
Q969X6;UTP4;U3 small nucleolar RNA-associated protein 4 homolog;5;7;8;7;15;6;8;7;5;14;7;6;4;6;13;20;non-poly(A);non-poly(A);poly(A);poly(A)
Q96QC0;PPP1R10;Serine/threonine-protein phosphatase 1 regulatory subunit 10;6;8;5;5;11;5;5;11;11;15;5;3;9;7;13;20;poly(A);poly(A);non-poly(A);poly(A)
Q99848;EBNA1BP2;Probable rRNA-processing protein EBP2;12;12;11;12;16;10;11;11;9;14;14;10;9;8;17;20;poly(A);poly(A);poly(A);poly(A)
Q9H8H2;DDX31;Probable ATP-dependent RNA helicase DDX31;8;3;9;9;14;4;4;9;5;12;6;3;9;6;13;20;poly(A);poly(A);poly(A);poly(A)
Q9UII4;HERC5;E3 ISG15--protein ligase HERC5;2;2;1;1;2;6;5;9;7;12;12;12;8;7;18;20;non-poly(A);non-poly(A);poly(A);poly(A)
O15371;EIF3D;Eukaryotic translation initiation factor 3 subunit D;10;10;14;12;15;3;4;8;7;13;4;4;11;5;12;19;poly(A);poly(A);poly(A);poly(A)
O76094;SRP72;Signal recognition particle subunit SRP72;11;11;10;10;16;9;8;8;9;15;11;5;9;9;14;19;non-poly(A);poly(A);poly(A);poly(A)
P06748;NPM1;Nucleophosmin;2;5;6;11;15;2;4;2;NA;7;2;3;4;4;10;19;poly(A);poly(A);poly(A);poly(A)
P38919;EIF4A3;Eukaryotic initiation factor 4A-III;8;9;7;4;12;4;11;7;8;14;11;9;11;8;16;19;poly(A);poly(A);poly(A);poly(A)
P54577;YARS;Tyrosine--tRNA ligase, cytoplasmic;2;2;NA;1;4;2;5;9;5;14;2;1;7;8;13;19;non-poly(A);non-poly(A);poly(A);poly(A)
P61011;SRP54;Signal recognition particle 54 kDa protein;8;9;6;5;15;4;4;7;5;11;2;1;3;NA;5;19;non-poly(A);non-poly(A);poly(A);poly(A)
Q00610;CLTC;Clathrin heavy chain 1;2;3;5;5;9;6;4;6;5;16;3;NA;2;NA;5;19;non-poly(A);poly(A);non-poly(A);poly(A)
Q13148;TARDBP;TAR DNA-binding protein 43;7;11;11;10;16;12;11;12;13;17;7;11;11;9;15;19;poly(A);poly(A);poly(A);poly(A)
Q14151;SAFB2;Scaffold attachment factor B2;5;3;4;3;9;4;5;3;3;11;6;2;10;4;13;19;poly(A);poly(A);poly(A);poly(A)
Q14694;USP10;Ubiquitin carboxyl-terminal hydrolase 10;8;6;9;9;15;NA;2;5;5;9;3;2;9;6;13;19;poly(A);poly(A);poly(A);poly(A)
Q15056;EIF4H;Eukaryotic translation initiation factor 4H;8;10;10;11;12;5;11;11;6;16;6;6;9;8;12;19;poly(A);poly(A);poly(A);poly(A)
Q6NZY4;ZCCHC8;Zinc finger CCHC domain-containing protein 8;4;6;5;5;12;2;5;4;4;9;6;2;8;5;15;19;non-poly(A);non-poly(A);poly(A);poly(A)
Q7Z6Z7;HUWE1;E3 ubiquitin-protein ligase HUWE1;1;1;1;NA;3;NA;2;11;5;17;NA;NA;1;NA;1;19;non-poly(A);non-poly(A);NA;poly(A)
Q8NI36;WDR36;WD repeat-containing protein 36;6;8;3;7;11;8;7;7;5;14;7;4;9;3;15;19;non-poly(A);non-poly(A);poly(A);poly(A)
Q92615;LARP4B;La-related protein 4B;11;9;12;14;17;5;5;8;8;12;6;5;10;6;12;19;poly(A);poly(A);poly(A);poly(A)
Q99729;HNRNPAB;Heterogeneous nuclear ribonucleoprotein A/B;15;15;14;15;19;11;16;8;10;16;8;13;9;10;14;19;poly(A);poly(A);poly(A);poly(A)
Q9H089;LSG1;Large subunit GTPase 1 homolog;13;9;12;11;18;2;2;3;2;5;5;NA;5;8;10;19;poly(A);non-poly(A);non-poly(A);poly(A)
Q9NQ55;PPAN;Suppressor of SWI4 1 homolog;13;14;10;13;19;8;10;9;7;14;11;8;9;11;15;19;poly(A);poly(A);poly(A);poly(A)
Q9NV06;DCAF13;DDB1- and CUL4-associated factor 13;12;11;13;12;16;10;10;11;9;16;12;10;11;11;14;19;poly(A);poly(A);poly(A);poly(A)
Q9NXF1;TEX10;Testis-expressed protein 10;6;5;7;7;13;3;3;7;5;11;4;2;7;2;10;19;poly(A);non-poly(A);non-poly(A);poly(A)
Q9Y295;DRG1;Developmentally-regulated GTP-binding protein 1;9;9;12;12;18;7;7;10;9;11;4;6;8;9;11;19;poly(A);non-poly(A);non-poly(A);poly(A)
Q9Y2R4;DDX52;Probable ATP-dependent RNA helicase DDX52;5;9;7;11;15;8;10;10;9;16;8;7;7;6;13;19;poly(A);poly(A);poly(A);poly(A)
Q9Y3A2;UTP11;Probable U3 small nucleolar RNA-associated protein 11;14;12;11;14;16;10;13;11;8;16;12;9;9;6;13;19;poly(A);poly(A);poly(A);poly(A)
O94874;UFL1;E3 UFM1-protein ligase 1;8;8;5;3;14;6;5;1;4;8;1;1;5;NA;6;18;poly(A);non-poly(A);non-poly(A);poly(A)
P82675;MRPS5;28S ribosomal protein S5, mitochondrial;12;12;10;12;16;8;12;6;10;17;6;4;7;6;13;18;poly(A);poly(A);poly(A);poly(A)
Q02878;RPL6;60S ribosomal protein L6;7;10;5;10;15;5;9;6;6;12;5;6;4;5;12;18;poly(A);non-poly(A);poly(A);poly(A)
Q06787;FMR1;Synaptic functional regulator FMR1;5;7;5;8;10;5;5;6;7;12;2;2;2;4;7;18;non-poly(A);poly(A);poly(A);poly(A)
Q14444;CAPRIN1;Caprin-1;10;11;11;12;16;4;2;13;12;14;4;5;11;6;14;18;poly(A);poly(A);poly(A);poly(A)
Q15459;SF3A1;Splicing factor 3A subunit 1;11;10;11;5;17;8;6;5;4;13;3;1;8;3;9;18;poly(A);poly(A);poly(A);poly(A)
Q2NL82;TSR1;Pre-rRNA-processing protein TSR1 homolog;7;6;10;10;12;4;4;8;5;10;6;6;11;14;16;18;non-poly(A);non-poly(A);poly(A);poly(A)
Q5VYS8;ZCCHC6;Terminal uridylyltransferase 7;2;5;2;2;6;1;3;7;8;14;1;1;7;5;11;18;poly(A);poly(A);poly(A);poly(A)
Q7L2J0;MEPCE;7SK snRNA methylphosphate capping enzyme;11;13;13;11;16;5;8;8;4;12;6;5;11;9;13;18;poly(A);poly(A);poly(A);poly(A)
Q7Z417;NUFIP2;Nuclear fragile X mental retardation-interacting protein 2;4;2;6;6;8;3;1;9;6;11;6;4;8;7;13;18;poly(A);poly(A);poly(A);poly(A)
Q8NC60;NOA1;Nitric oxide-associated protein 1;8;6;10;7;14;4;1;8;7;10;4;5;6;5;11;18;poly(A);non-poly(A);poly(A);poly(A)
Q8ND56;LSM14A;Protein LSM14 homolog A;8;7;9;10;11;6;7;8;9;15;5;4;7;5;9;18;poly(A);poly(A);poly(A);poly(A)
Q8WUA2;PPIL4;Peptidyl-prolyl cis-trans isomerase-like 4;9;10;6;11;14;6;6;5;7;13;6;5;3;5;13;18;poly(A);poly(A);poly(A);poly(A)
Q92667;AKAP1;A-kinase anchor protein 1, mitochondrial;4;5;7;6;9;2;1;5;6;8;2;2;8;7;12;18;poly(A);poly(A);poly(A);poly(A)
Q969S3;ZNF622;Zinc finger protein 622;8;8;10;8;11;4;6;9;8;13;4;2;9;7;12;18;non-poly(A);non-poly(A);poly(A);poly(A)
Q9BYG3;NIFK;MKI67 FHA domain-interacting nucleolar phosphoprotein;7;11;10;12;15;8;11;9;7;16;13;9;5;7;16;18;poly(A);poly(A);poly(A);poly(A)
Q9H6R4;NOL6;Nucleolar protein 6;5;6;3;4;8;3;5;5;6;10;9;6;9;7;14;18;non-poly(A);non-poly(A);poly(A);poly(A)
Q9NW64;RBM22;Pre-mRNA-splicing factor RBM22;9;11;11;9;15;9;11;8;8;13;10;10;8;6;13;18;poly(A);poly(A);poly(A);poly(A)
Q9P275;USP36;Ubiquitin carboxyl-terminal hydrolase 36;2;1;NA;1;3;NA;1;4;3;6;5;1;11;10;17;18;non-poly(A);non-poly(A);poly(A);poly(A)
Q9Y5B9;SUPT16H;FACT complex subunit SPT16;1;4;1;NA;6;6;5;3;4;13;2;1;2;2;5;18;non-poly(A);poly(A);poly(A);poly(A)
O15213;WDR46;WD repeat-containing protein 46;9;11;7;12;14;8;10;8;9;14;7;7;11;10;14;17;poly(A);poly(A);non-poly(A);poly(A)
O95758;PTBP3;Polypyrimidine tract-binding protein 3;7;11;9;10;13;12;11;9;11;17;7;9;8;9;14;17;poly(A);poly(A);poly(A);poly(A)
P02786;TFRC;Transferrin receptor protein 1;4;7;4;7;10;5;4;2;3;10;1;2;4;2;7;17;non-poly(A);non-poly(A);poly(A);poly(A)
P20042;EIF2S2;Eukaryotic translation initiation factor 2 subunit 2;2;2;7;5;9;8;5;3;9;11;5;4;7;7;15;17;poly(A);poly(A);poly(A);poly(A)
P20810;CAST;Calpastatin;1;2;2;3;4;NA;2;1;1;4;4;2;8;9;15;17;non-poly(A);non-poly(A);poly(A);poly(A)
P46781;RPS9;40S ribosomal protein S9;9;9;13;10;15;6;8;7;4;13;6;7;9;6;14;17;poly(A);non-poly(A);poly(A);poly(A)
P56182;RRP1;Ribosomal RNA processing protein 1 homolog A;9;10;9;10;12;7;6;8;7;11;9;8;13;10;15;17;poly(A);poly(A);poly(A);poly(A)
P62280;RPS11;40S ribosomal protein S11;10;7;12;11;16;10;9;11;11;15;8;6;9;11;14;17;poly(A);non-poly(A);poly(A);poly(A)
P82933;MRPS9;28S ribosomal protein S9, mitochondrial;5;5;4;7;8;2;1;5;4;8;8;4;8;5;15;17;poly(A);poly(A);non-poly(A);poly(A)
Q12788;TBL3;Transducin beta-like protein 3;6;5;3;3;10;5;7;2;3;13;3;2;3;2;7;17;non-poly(A);non-poly(A);poly(A);poly(A)
Q12874;SF3A3;Splicing factor 3A subunit 3;6;4;9;7;12;4;3;6;2;10;3;2;8;9;12;17;poly(A);poly(A);poly(A);poly(A)
Q12926;ELAVL2;ELAV-like protein 2;NA;NA;NA;NA;NA;8;11;9;10;15;11;6;10;6;13;17;NA;poly(A);poly(A);poly(A)
Q13151;HNRNPA0;Heterogeneous nuclear ribonucleoprotein A0;12;13;10;10;15;9;12;7;8;16;11;12;9;9;15;17;poly(A);poly(A);poly(A);poly(A)
Q15637;SF1;Splicing factor 1;7;11;8;8;12;7;13;9;10;15;8;7;7;8;11;17;poly(A);poly(A);poly(A);poly(A)
Q68CQ4;DIEXF;Digestive organ expansion factor homolog;5;4;4;5;11;4;7;8;5;13;8;3;4;6;14;17;non-poly(A);non-poly(A);poly(A);poly(A)
Q96QD9;FYTTD1;UAP56-interacting factor;9;9;10;11;13;9;11;8;9;15;4;2;5;4;8;17;poly(A);poly(A);non-poly(A);poly(A)
Q9BSC4;NOL10;Nucleolar protein 10;8;8;6;8;14;7;4;8;9;13;7;6;5;6;10;17;non-poly(A);poly(A);poly(A);poly(A)
Q9H2U1;DHX36;ATP-dependent RNA helicase DHX36;4;5;6;3;8;2;1;8;4;12;3;1;5;7;10;17;poly(A);poly(A);poly(A);poly(A)
Q9H6T0;ESRP2;Epithelial splicing regulatory protein 2;5;7;6;4;10;NA;NA;NA;NA;NA;13;3;7;8;15;17;poly(A);NA;poly(A);poly(A)
Q9NTZ6;RBM12;RNA-binding protein 12;3;5;5;4;9;7;5;10;8;13;8;4;9;6;12;17;poly(A);poly(A);poly(A);poly(A)
Q9NUL7;DDX28;Probable ATP-dependent RNA helicase DDX28;8;7;7;8;12;2;3;12;7;13;8;6;11;9;16;17;poly(A);poly(A);poly(A);poly(A)
Q9UBU9;NXF1;Nuclear RNA export factor 1;8;8;9;9;12;5;3;7;6;9;7;3;7;4;10;17;poly(A);poly(A);poly(A);poly(A)
Q9UKA9;PTBP2;Polypyrimidine tract-binding protein 2;2;7;4;1;9;11;9;12;12;16;9;5;9;9;12;17;non-poly(A);poly(A);poly(A);poly(A)
Q9UQ35;SRRM2;Serine/arginine repetitive matrix protein 2;2;3;2;3;10;4;4;1;NA;8;1;NA;1;1;3;17;poly(A);poly(A);poly(A);poly(A)
Q9Y3T9;NOC2L;Nucleolar complex protein 2 homolog;3;2;6;4;6;5;5;4;5;12;9;1;8;7;12;17;non-poly(A);poly(A);poly(A);poly(A)
O75683;SURF6;Surfeit locus protein 6;10;10;8;12;15;4;7;6;5;11;9;4;7;4;11;16;poly(A);poly(A);poly(A);poly(A)
P22314;UBA1;Ubiquitin-like modifier-activating enzyme 1;2;3;5;5;8;1;2;8;5;12;1;NA;4;2;5;16;non-poly(A);poly(A);poly(A);poly(A)
P26196;DDX6;Probable ATP-dependent RNA helicase DDX6;6;12;8;11;15;7;5;6;6;10;6;3;5;4;8;16;poly(A);poly(A);poly(A);poly(A)
P30101;PDIA3;Protein disulfide-isomerase A3;4;3;3;1;7;5;3;4;3;9;1;1;8;4;9;16;non-poly(A);non-poly(A);poly(A);poly(A)
P62269;RPS18;40S ribosomal protein S18;10;7;11;12;15;4;9;4;4;10;7;6;5;5;9;16;poly(A);poly(A);non-poly(A);poly(A)
P62701;RPS4X;40S ribosomal protein S4, X isoform;6;6;9;8;13;2;7;7;7;11;3;4;8;6;10;16;poly(A);poly(A);poly(A);poly(A)
Q13435;SF3B2;Splicing factor 3B subunit 2;8;5;3;7;12;2;3;4;7;9;6;3;5;4;12;16;poly(A);poly(A);poly(A);poly(A)
Q13601;KRR1;KRR1 small subunit processome component homolog;11;8;5;7;13;7;10;8;8;14;9;8;7;8;13;16;poly(A);poly(A);poly(A);poly(A)
Q15424;SAFB;Scaffold attachment factor B1;2;5;4;4;7;4;4;3;4;12;2;3;6;8;11;16;poly(A);poly(A);poly(A);poly(A)
Q5C9Z4;NOM1;Nucleolar MIF4G domain-containing protein 1;8;10;6;6;15;5;5;9;9;14;2;3;9;4;10;16;poly(A);poly(A);non-poly(A);poly(A)
Q5T8P6;RBM26;RNA-binding protein 26;3;2;2;2;3;7;6;9;10;16;3;4;5;4;8;16;poly(A);poly(A);poly(A);poly(A)
Q6DKI1;RPL7L1;60S ribosomal protein L7-like 1;5;4;7;7;11;8;10;8;8;14;10;11;10;11;14;16;poly(A);poly(A);poly(A);poly(A)
Q6PK04;CCDC137;Coiled-coil domain-containing protein 137;8;7;8;7;10;5;7;6;5;8;8;9;9;7;15;16;non-poly(A);poly(A);poly(A);poly(A)
Q86UK7;ZNF598;E3 ubiquitin-protein ligase ZNF598;5;3;7;4;9;2;NA;6;5;8;NA;NA;6;6;8;16;non-poly(A);poly(A);poly(A);poly(A)
Q8IY67;RAVER1;Ribonucleoprotein PTB-binding 1;14;15;14;10;15;9;10;13;11;14;9;6;11;9;12;16;poly(A);poly(A);poly(A);poly(A)
Q8N1G4;LRRC47;Leucine-rich repeat-containing protein 47;8;8;5;8;11;4;6;5;9;12;3;1;6;2;7;16;poly(A);poly(A);non-poly(A);poly(A)
Q8WVV9;HNRNPLL;Heterogeneous nuclear ribonucleoprotein L-like;9;10;7;8;14;9;8;7;10;14;8;8;10;6;13;16;poly(A);poly(A);poly(A);poly(A)
Q92499;DDX1;ATP-dependent RNA helicase DDX1;4;8;7;4;10;9;4;8;5;14;4;2;7;4;10;16;poly(A);poly(A);poly(A);poly(A)
Q9BY44;EIF2A;Eukaryotic translation initiation factor 2A;11;5;7;8;14;5;3;4;4;8;4;4;5;4;11;16;poly(A);non-poly(A);non-poly(A);poly(A)
Q9BYD1;MRPL13;39S ribosomal protein L13, mitochondrial;9;11;9;9;13;6;10;8;9;13;7;8;11;10;12;16;poly(A);poly(A);poly(A);poly(A)
Q9H7B2;RPF2;Ribosome production factor 2 homolog;7;6;11;13;14;6;6;9;6;10;11;10;9;9;13;16;poly(A);poly(A);poly(A);poly(A)
Q9NYY8;FASTKD2;FAST kinase domain-containing protein 2, mitochondrial;6;6;6;9;10;6;9;8;8;13;10;7;10;6;13;16;poly(A);poly(A);poly(A);poly(A)
Q9P015;MRPL15;39S ribosomal protein L15, mitochondrial;9;8;7;8;13;3;5;7;7;10;7;5;6;5;12;16;poly(A);poly(A);poly(A);poly(A)
Q9Y2R9;MRPS7;28S ribosomal protein S7, mitochondrial;15;11;13;14;15;6;9;5;7;11;10;9;7;7;13;16;poly(A);poly(A);poly(A);poly(A)
Q9Y4P3;TBL2;Transducin beta-like protein 2;9;7;13;10;16;2;1;4;3;5;10;5;7;6;12;16;poly(A);non-poly(A);poly(A);poly(A)
Q9Y6E2;BZW2;Basic leucine zipper and W2 domain-containing protein 2;1;4;6;3;10;3;5;7;5;10;3;3;7;5;11;16;poly(A);non-poly(A);non-poly(A);poly(A)
P07237;P4HB;Protein disulfide-isomerase;5;3;4;3;10;NA;NA;2;NA;2;5;1;5;5;11;15;non-poly(A);poly(A);poly(A);poly(A)
P07355;ANXA2;Annexin A2;5;3;5;3;8;3;2;4;6;12;5;2;8;5;11;15;poly(A);non-poly(A);poly(A);poly(A)
P09001;MRPL3;39S ribosomal protein L3, mitochondrial;9;7;5;5;11;4;7;4;6;9;6;4;3;4;7;15;non-poly(A);poly(A);poly(A);poly(A)
P19525;EIF2AK2;Interferon-induced, double-stranded RNA-activated protein kinase;7;6;10;10;13;4;2;5;5;9;3;2;4;1;7;15;poly(A);poly(A);non-poly(A);poly(A)
P31943;HNRNPH1;Heterogeneous nuclear ribonucleoprotein H;12;14;13;11;15;12;12;9;12;14;10;11;9;9;12;15;poly(A);poly(A);poly(A);poly(A)
P51116;FXR2;Fragile X mental retardation syndrome-related protein 2;4;4;10;7;10;2;3;4;4;7;7;1;8;7;12;15;poly(A);poly(A);poly(A);poly(A)
P62081;RPS7;40S ribosomal protein S7;10;9;12;13;15;3;6;5;5;11;4;5;6;6;8;15;poly(A);poly(A);poly(A);poly(A)
P62249;RPS16;40S ribosomal protein S16;4;3;5;6;11;2;5;3;1;8;1;1;2;1;3;15;poly(A);poly(A);non-poly(A);poly(A)
P62753;RPS6;40S ribosomal protein S6;4;7;11;7;14;1;5;4;2;9;4;3;5;3;9;15;poly(A);non-poly(A);poly(A);poly(A)
Q14498;RBM39;RNA-binding protein 39;8;7;1;3;11;4;3;7;6;10;7;6;2;3;10;15;poly(A);poly(A);poly(A);poly(A)
